canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1,CHEMBL133897,IC50,nM,750.0,IC50,uM,0.75
CCOc1nn(-c2cccc(OCc3ccccc3)c2)c(=O)o1,CHEMBL133897,IC50,nM,750.0,IC50,uM,0.75
O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC1CC1,CHEMBL336398,IC50,nM,100.0,IC50,uM,0.1
O=C(N1CCCCC1)n1nc(-c2ccc(Cl)cc2)nc1SCC(F)(F)F,CHEMBL130628,IC50,nM,300.0,IC50,uM,0.3
CSc1nc(-c2ccc(OC(F)(F)F)cc2)nn1C(=O)N(C)C,CHEMBL130478,IC50,nM,800.0,IC50,uM,0.8
CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)c1ccccc1,CHEMBL130112,IC50,nM,2400.0,IC50,uM,2.4
CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,CHEMBL130098,IC50,nM,100.0,IC50,uM,0.1
COc1ccc(-c2nc(SC)n(C(=O)N(C)C)n2)cc1,CHEMBL336538,IC50,nM,800.0,IC50,uM,0.8
CSc1nc(-c2ccc3ccccc3c2)nn1C(=O)N(C)C,CHEMBL335033,IC50,nM,50.0,IC50,uM,0.05
CSc1nc(-c2ccc(-c3ccccc3)cc2)nn1C(=O)N(C)C,CHEMBL338720,IC50,nM,560.0,IC50,uM,0.56
CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)c1ccccc1,CHEMBL131536,IC50,nM,1400.0,IC50,uM,1.4
Cc1c(C(C)C)c(=O)on1C(=O)N1CCC[C@H](C)C1,CHEMBL106126,IC50,nM,17000.0,IC50,uM,17.0
CCSc1nc(-c2ccc(OC)cc2)nn1C(=O)N(C)c1ccccc1,CHEMBL334971,IC50,nM,1100.0,IC50,uM,1.1
CSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N1CCCCC1,CHEMBL130666,IC50,nM,26.0,IC50,uM,0.026
CSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,CHEMBL133388,IC50,nM,800.0,IC50,uM,0.8
CCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,CHEMBL336524,IC50,nM,56.0,IC50,uM,0.056
CCCCCCSc1nc(-c2ccc(C)cc2)nn1C(=O)N(C)C,CHEMBL336276,IC50,nM,200.0,IC50,uM,0.2
CCCSc1nc(-c2ccc(Cl)cc2)nn1C(=O)N(C)C,CHEMBL334395,IC50,nM,300.0,IC50,uM,0.3
Cc1ccc(-c2nc(SCC(F)(F)F)n(C(=O)N(C)C)n2)cc1,CHEMBL131320,IC50,nM,200.0,IC50,uM,0.2
CSc1nc(-c2ccc(C(F)(F)F)cc2)nn1C(=O)N(C)C,CHEMBL337714,IC50,nM,500.0,IC50,uM,0.5
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(OC)cc1,CHEMBL46151,IC50,nM,260000.0,IC50,mM,0.26
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1.[Br-],CHEMBL54126,IC50,nM,22.0,IC50,nM,22.0
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL65667,IC50,nM,3800.0,IC50,uM,3.8
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL431519,IC50,nM,40.0,IC50,uM,0.04
N#CC(C#N)=C1Nc2ccccc2N1CCNCc1ccc(CN2CCCCC2)o1,CHEMBL154972,IC50,nM,73.0,IC50,nM,73.0
COc1cc(N)c(Cl)cc1C(=O)NCCNCc1ccc(CN(C)C)o1,CHEMBL152722,IC50,nM,3100.0,IC50,nM,3100.0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Cl)cc1.Cl,CHEMBL544022,IC50,nM,520000.0,IC50,mM,0.52
CN1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,CHEMBL349127,IC50,nM,4500.0,IC50,nM,4500.0
Oc1nc2ccccc2n1CCNCc1ccc(CN2CCCCC2)o1,CHEMBL156659,IC50,nM,1200.0,IC50,nM,1200.0
CC1CCCCN1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,CHEMBL155322,IC50,nM,540.0,IC50,nM,540.0
N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCC2)o1,CHEMBL154211,IC50,nM,30.0,IC50,nM,30.0
CNC(NCCNCc1ccc(CN2CCCCC2)o1)=C(C#N)C#N.Cl,CHEMBL1203537,IC50,nM,830.0,IC50,nM,830.0
N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCC(O)CC2)o1,CHEMBL345849,IC50,nM,390.0,IC50,nM,390.0
CN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,CHEMBL154689,IC50,nM,390.0,IC50,nM,390.0
CCN(C)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,CHEMBL346733,IC50,nM,430.0,IC50,nM,430.0
CCN(CC)Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1.Cl,CHEMBL1203539,IC50,nM,600.0,IC50,nM,600.0
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL63173,IC50,nM,21000.0,IC50,uM,21.0
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL433041,IC50,nM,290.0,IC50,uM,0.29
CN1CC[C@@]2(C)c3cc(OC(=O)NCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL292788,IC50,nM,700.0,IC50,uM,0.7
NC(=O)c1cc[n+](COC[n+]2ccccc2/C=N/O)cc1.[Cl-].[Cl-],CHEMBL33051,IC50,nM,460000.0,IC50,mM,0.46
CNC(NCCNCc1ccc(CN(C)C)o1)=C(C#N)C#N,CHEMBL155392,IC50,nM,630.0,IC50,nM,630.0
CNC(NCCNCc1ccc(CN(C(C)C)C(C)C)o1)=C(C#N)C#N,CHEMBL153311,IC50,nM,2100.0,IC50,nM,2100.0
CC(C)N(CCS/C(=N\O)C(=O)c1ccc(Cl)cc1)C(C)C.Cl,CHEMBL543546,IC50,nM,330000.0,IC50,mM,0.33
C[n+]1ccccc1C=NO,CHEMBL1420,IC50,nM,340000.0,IC50,mM,0.34
CC1CCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)CC1,CHEMBL154263,IC50,nM,290.0,IC50,nM,290.0
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,CHEMBL544669,IC50,nM,210000.0,IC50,mM,0.21
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL62664,IC50,nM,40.0,IC50,uM,0.04
N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC2)o1,CHEMBL155111,IC50,nM,80.0,IC50,nM,80.0
Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CC=CCC2)o1,CHEMBL1203534,IC50,nM,95.0,IC50,nM,95.0
CN(C)CCS/C(=N\O)C(=O)c1ccc(Br)cc1.Cl,CHEMBL541044,IC50,nM,710000.0,IC50,mM,0.71
CCN(CC)CCS/C(=N\O)C(=O)c1ccc(C#N)cc1.Cl,CHEMBL543779,IC50,nM,180000.0,IC50,mM,0.18
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL64011,IC50,nM,60.0,IC50,uM,0.06
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL65585,IC50,nM,70.0,IC50,uM,0.07
CNC(NCCNCc1ccc(CN2CCCC2)o1)=C(C#N)C#N,CHEMBL347539,IC50,nM,280.0,IC50,nM,280.0
N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCOCC2)o1,CHEMBL154433,IC50,nM,11000.0,IC50,nM,11000.0
N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCSCC2)o1,CHEMBL157208,IC50,nM,1500.0,IC50,nM,1500.0
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,CHEMBL1790041,IC50,nM,650.0,IC50,nM,650.0
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL65356,IC50,nM,930.0,IC50,uM,0.93
CC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1,CHEMBL154366,IC50,nM,370.0,IC50,nM,370.0
CC1CCCC(C)N1Cc1ccc(CNCCN2CCNC2=C(C#N)C#N)o1,CHEMBL153821,IC50,nM,4500.0,IC50,nM,4500.0
CC[N+](C)(CC)CCS/C(=N\O)C(=O)c1ccc(F)cc1.[Cl-],CHEMBL416644,IC50,nM,720000.0,IC50,mM,0.72
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,30.0,IC50,uM,0.03
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL303574,IC50,nM,7600.0,IC50,uM,7.6
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL65018,IC50,nM,80.0,IC50,uM,0.08
CN1CC[C@@]2(C)c3cc(OC(=O)NCCCCCCCN4CCOCC4)ccc3N(C)[C@@H]12,CHEMBL66309,IC50,nM,380.0,IC50,uM,0.38
COC1CCCN(Cc2ccc(CNCCN3CCNC3=C(C#N)C#N)o2)C1.Cl,CHEMBL1203535,IC50,nM,3300.0,IC50,nM,3300.0
N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCC(O)C2)o1,CHEMBL152260,IC50,nM,370.0,IC50,nM,370.0
C/N=c1\c(O)c(O)\c1=N/CCNCc1ccc(CN2CCCCC2)o1,CHEMBL154950,IC50,nM,9300.0,IC50,nM,9300.0
Cl.N#CC(C#N)=C1NCCN1CCNCc1ccc(CN2CCCCCC2)o1,CHEMBL1203538,IC50,nM,120.0,IC50,nM,120.0
COc1ccccc1CNCCCCCCNCCSSCCNCCCCCCNCc1ccccc1OC,CHEMBL19060,IC50,nM,7244.36,-Log IC50,,5.14
COc1ccccc1CNCCCCCCNCCCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL422977,IC50,nM,4466.84,-Log IC50,,5.35
COc1ccccc1CN(C)CCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCN(C)Cc1ccccc1OC,CHEMBL11805,IC50,nM,169.82,-Log IC50,,6.77
COc1ccccc1CNCCCCCCNCCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL302179,IC50,nM,6456.54,-Log IC50,,5.19
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,14.13,-Log IC50,,7.85
COc1ccccc1CNCCCCCCNCCCCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL27673,IC50,nM,5370.32,-Log IC50,,5.27
COc1ccccc1CNCCCCCC(=O)N(C)CCCCCCCCN(C)C(=O)CCCCCNCc1ccccc1OC,CHEMBL132377,IC50,nM,309.03,-Log IC50,,6.51
NCCCCCCNCCSSCCNCCCCCCN,CHEMBL132133,IC50,nM,501187.23,-Log IC50,,3.3
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,218.78,-Log IC50,,6.66
COc1ccccc1CNCCCCCC(=O)NCCCCCCCCNC(=O)CCCCCNCc1ccccc1OC,CHEMBL134488,IC50,nM,1862.09,-Log IC50,,5.73
COc1ccccc1CNCCCCCCNCCCCCNCCCCCCNCc1ccccc1OC,CHEMBL134382,IC50,nM,7244.36,-Log IC50,,5.14
NC12CC(C(F)(F)F)=CC(Cc3nc(O)ccc31)/C2=C\C(F)(F)F,CHEMBL59109,IC50,nM,3000.0,IC50,uM,3.0
C[n+]1ccn(COCC(C)(C)[N+](=O)[O-])c1/C=N/O.[Cl-],CHEMBL286990,IC50,nM,10600.0,IC50,uM,10.6
C/C=C1\C2C=C(C(F)(F)F)CC1(N)c1ccc(O)nc1C2,CHEMBL294891,IC50,nM,400.0,IC50,uM,0.4
C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,CHEMBL395280,IC50,nM,5.0,IC50,uM,0.005
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,254.0,IC50,uM,0.254
Nc1c2c(nc3ccccc13)-c1ccccc1CO2,CHEMBL89011,IC50,nM,245000.0,IC50,uM,245.0
C[n+]1ccccc1/C=N/O.[Cl-],CHEMBL748,IC50,nM,366000.0,IC50,uM,366.0
Nc1cc(-c2ccccc2)nc2ccccc12,CHEMBL50608,IC50,nM,11480.0,IC50,uM,11.48
CN(CCn1cc[n+](C)c1/C=N/O)S(C)(=O)=O.[Cl-],CHEMBL29300,IC50,nM,6800.0,IC50,uM,6.8
C[n+]1ccn(COCCS(C)(=O)=O)c1/C=N/O.[Cl-],CHEMBL27675,IC50,nM,26500.0,IC50,uM,26.5
CC1=CC2Cc3nc(O)ccc3C(N)(C1)/C2=C/C(F)(F)F,CHEMBL435373,IC50,nM,2000.0,IC50,uM,2.0
Nc1c2c(nc3ccccc13)-c1ccccc1C2,CHEMBL60167,IC50,nM,676.0,IC50,uM,0.676
Nc1c2c(nc3ccccc13)-c1ccccc1CC2,CHEMBL89012,IC50,nM,2980.0,IC50,uM,2.98
Nc1c2c(nc3ccccc13)-c1ccccc1CS2,CHEMBL314800,IC50,nM,18580.0,IC50,uM,18.58
C[n+]1ccn(CCN2CCCC2)c1/C=N/O.[Cl-],CHEMBL553212,IC50,nM,17900.0,IC50,uM,17.9
C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NCc3ccccc3)c(Br)c21,CHEMBL156630,IC50,nM,4190.0,IC50,uM,4.19
COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL315013,IC50,nM,219.0,IC50,uM,0.219
C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,CHEMBL155754,IC50,nM,230.0,IC50,uM,0.23
COc1cc2cc(C(=O)CC3=CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL314658,IC50,nM,750.0,IC50,uM,0.75
COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccccc4)cc3)sc2cc1OC,CHEMBL87170,IC50,nM,4.6,IC50,uM,0.0046
COc1cc2cc(C(=O)CCC3CC[N+](C)(CCOc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL87959,IC50,nM,390.0,IC50,uM,0.39
CCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],CHEMBL87295,IC50,nM,2570.0,IC50,uM,2.57
COc1cc2cc(C(=O)CCc3cc[n+](CC4CCC4)cc3)sc2cc1OC.[Br-],CHEMBL82810,IC50,nM,40.0,IC50,uM,0.04
C/N=C1/CCc2c1n(C)c1cc(Cl)c(OC(=O)NC)cc21,CHEMBL157182,IC50,nM,670.0,IC50,uM,0.67
COc1cc2cc(C(=O)CCCCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL88049,IC50,nM,110.0,IC50,uM,0.11
CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],CHEMBL87128,IC50,nM,280.0,IC50,uM,0.28
CNC(=O)Oc1ccc2c(c1)c1c(n2C)/C(=N\CCc2ccccc2)CC1,CHEMBL160219,IC50,nM,160.0,IC50,uM,0.16
CCCn1c2c(c3c(Br)c(OC(=O)NC)ccc31)CC/C2=N/CC,CHEMBL445916,IC50,nM,230.0,IC50,uM,0.23
COc1cc2cc(C(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL85473,IC50,nM,19580.0,IC50,uM,19.58
COCC[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],CHEMBL87320,IC50,nM,53.0,IC50,uM,0.053
COC(=O)c1ccc(C[n+]2ccc(CCC(=O)c3cc4cc(OC)c(OC)cc4s3)cc2)cc1,CHEMBL87280,IC50,nM,1000.0,IC50,uM,1.0
CCCCNC(=O)Oc1ccc2c(c1Br)c1c(n2C)/C(=N\C)CC1,CHEMBL348607,IC50,nM,3170.0,IC50,uM,3.17
COc1cc2cc(C(=O)C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL313809,IC50,nM,520.0,IC50,uM,0.52
COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc(F)cc4)cc3)sc2cc1OC,CHEMBL87849,IC50,nM,2.6,IC50,uM,0.0026
COc1cc2cc(C(=O)CC(OC)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL314398,IC50,nM,120.0,IC50,uM,0.12
COc1cc2cc(C(=O)CCc3cc[n+](CC4CC4)cc3)sc2cc1OC.[Br-],CHEMBL87373,IC50,nM,110.0,IC50,uM,0.11
C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,CHEMBL156931,IC50,nM,3360.0,IC50,uM,3.36
COc1cc2cc(C(=O)CC3(O)CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL83005,IC50,nM,90.0,IC50,uM,0.09
COc1cc2cc(C(=O)CCC3CC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC.[Br-],CHEMBL315515,IC50,nM,28.0,IC50,uM,0.028
COc1cc2cc(C(=O)CCc3cc[n+](C)cc3)sc2cc1OC.[Br-],CHEMBL441632,IC50,nM,900.0,IC50,uM,0.9
COCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,CHEMBL87937,IC50,nM,30.0,IC50,uM,0.03
COc1cc2cc(C(=O)CC(O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL441808,IC50,nM,380.0,IC50,uM,0.38
COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccsc4)cc3)sc2cc1OC,CHEMBL87649,IC50,nM,6.0,IC50,uM,0.006
CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,CHEMBL160836,IC50,nM,140.0,IC50,uM,0.14
C/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Br)c21,CHEMBL156861,IC50,nM,180.0,IC50,uM,0.18
COC(=O)C[N+]1(C)CCC(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)CC1.[Br-],CHEMBL314766,IC50,nM,54.0,IC50,uM,0.054
COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL315013,IC50,nM,665.0,IC50,uM,0.665
COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL88026,IC50,nM,8.0,IC50,uM,0.008
COc1cc2cc(CC3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL86233,IC50,nM,10000.0,IC50,uM,10.0
CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)c(Cl)c21,CHEMBL155350,IC50,nM,160.0,IC50,uM,0.16
CCCCCCCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL433041,IC50,nM,9.0,IC50,uM,0.009
CCC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,CHEMBL155863,IC50,nM,3840.0,IC50,uM,3.84
C=CC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1.[Br-],CHEMBL87980,IC50,nM,540.0,IC50,uM,0.54
CCOCC[n+]1ccc(CCC(=O)c2cc3cc(OC)c(OC)cc3s2)cc1,CHEMBL87441,IC50,nM,7.0,IC50,uM,0.007
COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL315013,IC50,nM,43.0,IC50,uM,0.043
C/N=C1/CCc2c1n(C)c1ccc(OC(=O)N(C)C)c(Br)c21,CHEMBL158946,IC50,nM,60.0,IC50,uM,0.06
COc1cc2cc(C(=O)CC(O)C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL315013,IC50,nM,190.0,IC50,uM,0.19
COc1cc2cc(C=C3CC[N+](C)(Cc4ccccc4)CC3)sc2cc1OC.[Br-],CHEMBL87550,IC50,nM,2670.0,IC50,uM,2.67
COc1cc2cc(C(=O)CCc3cc[n+](Cc4ccc([N+](=O)[O-])o4)cc3)sc2cc1OC.[Br-],CHEMBL609440,IC50,nM,4.5,IC50,uM,0.0045
CC/N=C1/CCc2c1n(C)c1ccc(OC(=O)NC)cc21,CHEMBL350464,IC50,nM,5680.0,IC50,uM,5.68
COc1cc2cc(C(=O)CCC3CC[N+](C)(Cc4ccc([N+](=O)[O-])o4)CC3)sc2cc1OC.[Br-],CHEMBL313271,IC50,nM,32.0,IC50,uM,0.032
COc1cc2cc(C(=O)CCC3CC[N+](C)(CC(=O)OC(C)(C)C)CC3)sc2cc1OC.[Br-],CHEMBL423313,IC50,nM,79.0,IC50,uM,0.079
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2,CHEMBL309667,IC50,nM,10.9,IC50,nM,10.9
C[C@@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,CHEMBL419470,IC50,nM,22.1,IC50,nM,22.1
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2Cc1ccccc1,CHEMBL80221,IC50,nM,161.0,IC50,nM,161.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,27.9,IC50,nM,27.9
Nc1c2c(nc3ccccc13)C1CCC2C1,CHEMBL431844,IC50,nM,31.5,IC50,nM,31.5
CN1c2ccc(OC(=O)Nc3ccccc3)cc2[C@]2(C)CCNC12,CHEMBL80247,IC50,nM,13.8,IC50,nM,13.8
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3NC12,CHEMBL418917,IC50,nM,40.8,IC50,nM,40.8
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,CHEMBL77896,IC50,nM,1090.0,IC50,nM,1090.0
Nc1c2c(nc3c(Cl)cccc13)CCCC2,CHEMBL369661,IC50,nM,68.9,IC50,nM,68.9
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,CHEMBL94,IC50,nM,61.0,IC50,nM,61.0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,2.33,IC50,nM,2.33
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCNC1N2C,CHEMBL74089,IC50,nM,21.0,IC50,nM,21.0
Nc1c2c(nc3cccc(Cl)c13)CCCC2,CHEMBL134057,IC50,nM,9.4,IC50,nM,9.4
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(C)C1N2C,CHEMBL76640,IC50,nM,9890.0,IC50,nM,9890.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(Cc3ccccc3)C1N2C,CHEMBL76241,IC50,nM,330.0,IC50,nM,330.0
CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)C1N2,CHEMBL431784,IC50,nM,56.7,IC50,nM,56.7
Nc1c2c(nc3ccccc13)CCCC2O,CHEMBL51934,IC50,nM,164.0,IC50,nM,164.0
Nc1c2c(nc3cc(Cl)ccc13)C1CCC2C1,CHEMBL352500,IC50,nM,4.5,IC50,nM,4.5
Nc1c2c(nc3cc(Cl)ccc13)CCCC2,CHEMBL292314,IC50,nM,1.8,IC50,nM,1.8
Nc1c2c(nc3c(Cl)cccc13)C1CCC2C1,CHEMBL355740,IC50,nM,84.3,IC50,nM,84.3
CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL54727,IC50,nM,24.0,IC50,nM,24.0
CN1CC[C@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)C12,CHEMBL75919,IC50,nM,3500.0,IC50,nM,3500.0
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,33.5,IC50,nM,33.5
C[C@]12CCNC1Nc1ccc(OC(=O)Nc3ccccc3)cc12,CHEMBL309351,IC50,nM,231.0,IC50,nM,231.0
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCNC1N2,CHEMBL75743,IC50,nM,1490.0,IC50,nM,1490.0
C[C@@]12CCN(Cc3ccccc3)C1N(Cc1ccccc1)c1ccc(OC(=O)Nc3ccccc3)cc12,CHEMBL76135,IC50,nM,41130.0,IC50,nM,41130.0
CNC(=O)Oc1ccc2c(c1)[C@@]1(C)CCN(Cc3ccccc3)C1N2Cc1ccccc1,CHEMBL440497,IC50,nM,3560.0,IC50,nM,3560.0
Nc1c2c(nc3cccc(Cl)c13)C1CCC2C1,CHEMBL368196,IC50,nM,42.2,IC50,nM,42.2
Nc1c2c(nc3ccc(Cl)cc13)CCCC2,CHEMBL62084,IC50,nM,743.0,IC50,nM,743.0
Nc1c2c(nc3ccc(Cl)cc13)C1CCC2C1,CHEMBL172118,IC50,nM,1100.0,IC50,nM,1100.0
Cl.Cl.O.c1ccc(CN2CCC(CCOc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL1202875,IC50,nM,710.0,IC50,nM,710.0
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,143.0,IC50,nM,143.0
Nc1c2c(nc3ccc(Cl)cc13)CCCC2,CHEMBL62084,IC50,nM,3680.0,IC50,nM,3680.0
Nc1c2c(nc3cccc(Cl)c13)CCCC2,CHEMBL134057,IC50,nM,39.0,IC50,nM,39.0
Nc1c2c(nc3c1CCCO3)CCCC2,CHEMBL436367,IC50,nM,455.0,IC50,nM,455.0
COc1cccc2nc3c(c(N)c12)CCCC3,CHEMBL132365,IC50,nM,615.0,IC50,nM,615.0
Cl.Cl.c1ccc(CN2CCC(CCNc3ccc(-c4ccccc4)nn3)CC2)cc1,CHEMBL3215535,IC50,nM,140.0,IC50,nM,140.0
Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4c(nn3)-c3ccccc3CCC4)CC2)cc1,CHEMBL1202865,IC50,nM,120.0,IC50,nM,120.0
Nc1c2c(nc3cccc(F)c13)OCCC2,CHEMBL133520,IC50,nM,335.0,IC50,nM,335.0
Nc1c2c(nc3cnccc13)OCCC2,CHEMBL130373,IC50,nM,42.0,IC50,nM,42.0
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,95.0,IC50,nM,95.0
Cl.Cl.O.c1ccc(CN2CCC(CCNc3cc4ccc5ccccc5c4nn3)CC2)cc1,CHEMBL1202884,IC50,nM,190.0,IC50,nM,190.0
Nc1c2c(nc3c1CCCC3)CCCC2,CHEMBL263198,IC50,nM,360.0,IC50,nM,360.0
Cc1cccc2nc3c(c(N)c12)CCCC3,CHEMBL133906,IC50,nM,99.0,IC50,nM,99.0
Cl.O.c1ccc(CN2CCC(CCN=c3cc4c(n[nH]3)-c3ccccc3C4)CC2)cc1,CHEMBL1204162,IC50,nM,74.0,IC50,nM,74.0
