canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
O=C(NO)c1ccc(Nc2c3ccccc3nc3ccc(OCc4ccccc4)cc23)cc1,CHEMBL4761847,IC50,nM,2640.0,IC50,uM,2.64
COc1cc2nc3ccccc3c(Nc3ccc(C(=O)NO)cc3)c2c(OC)c1OC,CHEMBL4753795,IC50,nM,640.0,IC50,uM,0.64
COc1ccc2nc3cc(Cl)ccc3c(Nc3ccc(C(=O)NO)cc3)c2n1,CHEMBL4750838,IC50,nM,9250.0,IC50,uM,9.25
O=C(NO)c1ccc(Nc2c3c(nc4ccccc24)CCCC3)cc1,CHEMBL4799871,IC50,nM,1970.0,IC50,uM,1.97
O=C(NO)c1ccc(Nc2ccnc3ccccc23)cc1,CHEMBL4752558,IC50,nM,830.0,IC50,uM,0.83
c1ccc2nc3ccccc3cc2c1,CHEMBL39677,IC50,nM,6840.0,IC50,uM,6.84
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,CHEMBL636,IC50,nM,8100.0,IC50,uM,8.1
CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)cc1,CHEMBL4750360,IC50,nM,14800.0,IC50,uM,14.8
CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1,CHEMBL4777412,IC50,nM,6800.0,IC50,uM,6.8
CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1,CHEMBL4776936,IC50,nM,27100.0,IC50,uM,27.1
CCN(CC)C(=O)/C=C/c1ccc(OC(=O)N(C)C)c(OC)c1,CHEMBL4789995,IC50,nM,13100.0,IC50,uM,13.1
CCN(Cc1ccccc1)C(=O)/C=C/c1ccc(OC(=O)N(c2ccccc2)c2ccccc2)c(OC)c1,CHEMBL4762548,IC50,nM,28100.0,IC50,uM,28.1
CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N(CC)Cc2ccccc2)cc1OC,CHEMBL4800310,IC50,nM,20700.0,IC50,uM,20.7
COc1cc(/C=C/C(=O)N2CCCCC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1,CHEMBL4756054,IC50,nM,27200.0,IC50,uM,27.2
COc1cc(/C=C/C(=O)N2CCCCC2)ccc1OC(=O)N(C)C,CHEMBL4748948,IC50,nM,9100.0,IC50,uM,9.1
CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCCCC2)cc1OC,CHEMBL4747710,IC50,nM,10700.0,IC50,uM,10.7
COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1,CHEMBL4762653,IC50,nM,28700.0,IC50,uM,28.7
COc1cc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C,CHEMBL4756176,IC50,nM,23500.0,IC50,uM,23.5
CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCN(Cc3ccccc3)CC2)cc1OC,CHEMBL4740081,IC50,nM,16800.0,IC50,uM,16.8
COc1cc(/C=C/C(=O)N2CCc3ccccc3C2)ccc1OC(=O)N(C)OC,CHEMBL4741070,IC50,nM,12300.0,IC50,uM,12.3
COc1cc(/C=C/C(=O)N2CCc3ccccc3C2)ccc1OC(=O)N(c1ccccc1)c1ccccc1,CHEMBL4745075,IC50,nM,30500.0,IC50,uM,30.5
COc1cc(/C=C/C(=O)N2CCc3ccccc3C2)ccc1OC(=O)N(C)C,CHEMBL4759959,IC50,nM,17900.0,IC50,uM,17.9
CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC,CHEMBL4793075,IC50,nM,10600.0,IC50,uM,10.6
CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCc3ccccc3C2)cc1OC,CHEMBL4779514,IC50,nM,15700.0,IC50,uM,15.7
COc1cc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OC(=O)N(c1ccccc1)c1ccccc1,CHEMBL4759355,IC50,nM,32100.0,IC50,uM,32.1
COc1cc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)ccc1OC(=O)N(C)C,CHEMBL4792013,IC50,nM,16600.0,IC50,uM,16.6
CCN(C)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC,CHEMBL4787165,IC50,nM,17300.0,IC50,uM,17.3
CCN(CC)C(=O)Oc1ccc(/C=C/C(=O)N2CCC(Cc3ccccc3)CC2)cc1OC,CHEMBL4761179,IC50,nM,19700.0,IC50,uM,19.7
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccc(F)cc2)CC1,CHEMBL4747992,IC50,nM,310.0,IC50,uM,0.31
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2cccc(F)c2)CC1,CHEMBL4776811,IC50,nM,3000.0,IC50,uM,3.0
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2F)CC1,CHEMBL4748993,IC50,nM,1320.0,IC50,uM,1.32
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCC1CCN(Cc2ccccc2)CC1,CHEMBL4794823,IC50,nM,380.0,IC50,uM,0.38
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)c(F)c2)CC1,CHEMBL4756451,IC50,nM,42800.0,IC50,uM,42.8
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2c(F)cccc2F)CC1,CHEMBL4755445,IC50,nM,19500.0,IC50,uM,19.5
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccc(F)cc2)CC1,CHEMBL4764558,IC50,nM,4500.0,IC50,uM,4.5
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2cccc(F)c2)CC1,CHEMBL4795876,IC50,nM,4700.0,IC50,uM,4.7
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2Cl)CC1,CHEMBL4742138,IC50,nM,3700.0,IC50,uM,3.7
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccn2)CC1,CHEMBL4749550,IC50,nM,6600.0,IC50,uM,6.6
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2F)CC1,CHEMBL4759253,IC50,nM,7800.0,IC50,uM,7.8
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCC1CCN(Cc2ccccc2)CC1,CHEMBL4796437,IC50,nM,730.0,IC50,uM,0.73
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2)CC1,CHEMBL4753478,IC50,nM,1500.0,IC50,uM,1.5
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,5.0,IC50,uM,0.005
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,190.0,IC50,uM,0.19
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2cccc([N+](=O)[O-])c2)CC1,CHEMBL4792678,IC50,nM,6000.0,IC50,uM,6.0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Cl)cc2)CC1,CHEMBL4791089,IC50,nM,82000.0,IC50,uM,82.0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2cccc(Br)c2)CC1,CHEMBL4785551,IC50,nM,394000.0,IC50,uM,394.0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1,CHEMBL4746460,IC50,nM,97000.0,IC50,uM,97.0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccc(F)c(F)c2)CC1,CHEMBL4741669,IC50,nM,80000.0,IC50,uM,80.0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2F)CC1,CHEMBL4753139,IC50,nM,9000.0,IC50,uM,9.0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CCN(Cc2ccccc2)CC1,CHEMBL4748792,IC50,nM,8000.0,IC50,uM,8.0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OC1CCN(Cc2ccccc2)CC1,CHEMBL4752296,IC50,nM,73000.0,IC50,uM,73.0
c1ccc(-c2nnc(Nc3ncccn3)o2)cc1,CHEMBL4762721,IC50,nM,2041.74,pIC50,,5.69
Cc1ccc(-c2nnc(Nc3ncccn3)o2)cc1,CHEMBL4797938,IC50,nM,1621.81,pIC50,,5.79
COc1ccc(-c2nnc(Nc3ncccn3)o2)cc1,CHEMBL4745154,IC50,nM,1548.82,pIC50,,5.81
COc1ccc(-c2nnc(Nc3ncccn3)o2)cc1OC,CHEMBL4777427,IC50,nM,1905.46,pIC50,,5.72
COc1cc(-c2nnc(Nc3ncccn3)o2)cc(OC)c1OC,CHEMBL4784480,IC50,nM,1230.27,pIC50,,5.91
Oc1ccc(-c2nnc(Nc3ncccn3)o2)cc1,CHEMBL4779792,IC50,nM,1737.8,pIC50,,5.76
c1cnc(Nc2nnc(-c3cccc4ccccc34)o2)nc1,CHEMBL4760940,IC50,nM,302.0,pIC50,,6.52
Fc1ccc(-c2nnc(Nc3ncccn3)o2)cc1,CHEMBL4755561,IC50,nM,2398.83,pIC50,,5.62
Clc1ccc(-c2nnc(Nc3ncccn3)o2)cc1,CHEMBL4791726,IC50,nM,2884.03,pIC50,,5.54
Brc1ccc(-c2nnc(Nc3ncccn3)o2)cc1,CHEMBL4764422,IC50,nM,3715.35,pIC50,,5.43
Brc1cccc(-c2nnc(Nc3ncccn3)o2)c1,CHEMBL4747146,IC50,nM,3311.31,pIC50,,5.48
O=[N+]([O-])c1ccccc1-c1nnc(Nc2ncccn2)o1,CHEMBL4743162,IC50,nM,3388.44,pIC50,,5.47
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,147.91,pIC50,,6.83
C(=N\C1CCN(Cc2ccccc2)C1)\c1ccccc1,CHEMBL4796307,IC50,nM,4121.0,IC50,uM,4.121
COc1cc(/C=N\C2CCN(Cc3ccccc3)C2)cc(OC)c1OC,CHEMBL4745500,IC50,nM,7793.0,IC50,uM,7.792999999999999
Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,CHEMBL4755117,IC50,nM,5628.0,IC50,uM,5.627999999999999
Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)c(O)c1,CHEMBL4780232,IC50,nM,3679.0,IC50,uM,3.679
O=[N+]([O-])c1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,CHEMBL4757415,IC50,nM,2461.0,IC50,uM,2.461
FC(F)(F)c1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,CHEMBL4792691,IC50,nM,1039.0,IC50,uM,1.0390000000000001
FC(F)(F)Oc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,CHEMBL4755226,IC50,nM,864.0,IC50,uM,0.8640000000000001
Clc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,CHEMBL4785769,IC50,nM,1241.0,IC50,uM,1.2409999999999999
Fc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,CHEMBL4797109,IC50,nM,1066.0,IC50,uM,1.0659999999999998
Brc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)cc1,CHEMBL4794000,IC50,nM,1303.0,IC50,uM,1.3030000000000002
Fc1ccc(/C=N\C2CCN(Cc3ccccc3)C2)c(F)c1,CHEMBL4744470,IC50,nM,965.0,IC50,uM,0.965
c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,CHEMBL4758638,IC50,nM,1126.0,IC50,uM,1.126
COc1cccc(CNC2CCN(Cc3ccccc3)C2)c1OC,CHEMBL4747185,IC50,nM,4383.0,IC50,uM,4.383
COc1cc(CNC2CCN(Cc3ccccc3)C2)cc(OC)c1OC,CHEMBL4757216,IC50,nM,3125.0,IC50,uM,3.125
Oc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,CHEMBL4764465,IC50,nM,1748.0,IC50,uM,1.7480000000000002
Oc1ccccc1CNC1CCN(Cc2ccccc2)C1,CHEMBL4778302,IC50,nM,2258.0,IC50,uM,2.258
Oc1ccc(CNC2CCN(Cc3ccccc3)C2)c(O)c1,CHEMBL4756849,IC50,nM,1522.0,IC50,uM,1.5219999999999998
Cc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,CHEMBL4763724,IC50,nM,6392.0,IC50,uM,6.392
O=[N+]([O-])c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,CHEMBL4796846,IC50,nM,741.0,IC50,uM,0.741
FC(F)(F)c1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,CHEMBL4761542,IC50,nM,128.0,IC50,uM,0.128
FC(F)(F)Oc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,CHEMBL4793341,IC50,nM,58.0,IC50,uM,0.057999999999999996
Clc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,CHEMBL4760651,IC50,nM,178.0,IC50,uM,0.17800000000000002
Fc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,CHEMBL4749704,IC50,nM,149.0,IC50,uM,0.149
Brc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,CHEMBL4741398,IC50,nM,133.0,IC50,uM,0.133
Fc1ccc(CNC2CCN(Cc3ccccc3)C2)c(F)c1,CHEMBL4752715,IC50,nM,69.0,IC50,uM,0.069
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,42.0,IC50,uM,0.042
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,CHEMBL636,IC50,nM,1680.0,IC50,uM,1.68
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,84.0,IC50,uM,0.084
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,72.38,IC50,nM,72.38
O=C(CCCCCN1CCC2c3ccccc3NC2C1)Nc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,CHEMBL4763981,IC50,nM,153.25,IC50,nM,153.25
O=C(CCCCN1CCC2c3ccccc3NC2C1)Nc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,CHEMBL4781157,IC50,nM,98.3,IC50,nM,98.3
O=C(CCN1CCC2c3ccccc3NC2C1)Nc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,CHEMBL4757466,IC50,nM,9.75,IC50,nM,9.75
O=C(CCCCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,CHEMBL4750451,IC50,nM,10.72,IC50,nM,10.72
O=C(CCCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,CHEMBL4791642,IC50,nM,1.08,IC50,nM,1.08
O=C(CCCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,CHEMBL4742248,IC50,nM,16.54,IC50,nM,16.54
O=C(CCN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,CHEMBL4755968,IC50,nM,0.93,IC50,nM,0.93
O=C(CN1CCC2c3ccccc3NC2C1)Oc1ccc(/C=C2\CCn3c2nc2ccccc2c3=O)cc1,CHEMBL4776843,IC50,nM,216.34,IC50,nM,216.34
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,17.76,IC50,nM,17.76
O=c1c2cc(OCCCN3CCCCC3)ccc2nc2n1CCC2,CHEMBL3323053,IC50,nM,50.0,IC50,nM,50.0
CS[C@@H](Cn1nnc2cc(C#Cc3ccc(CN4CCOCC4)cc3)ccc21)N(O)C=O,CHEMBL4746231,IC50,nM,3500.0,IC50,uM,3.5
CS[C@@H](Cn1nnc2cc(C#Cc3ccc(-n4ccnc4CO)cc3)ccc21)N(O)C=O,CHEMBL4776397,IC50,nM,15000.0,IC50,uM,15.0
CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4CC5(COC5)C4)cc3)ccc21)N(O)C=O,CHEMBL4758871,IC50,nM,32000.0,IC50,uM,32.0
CS[C@@H](Cn1nnc2cc(C#Cc3ccc(N4C[C@H](O)[C@@H](O)C4)cc3)ccc21)N(O)C=O,CHEMBL4780225,IC50,nM,22000.0,IC50,uM,22.0
CCN(C)C(=O)Oc1ccc(-c2cc(=O)c3c(O)cc(OC(=O)N(C)CC)cc3o2)cc1,CHEMBL4762069,IC50,nM,6800.0,IC50,uM,6.8
CON(C)C(=O)Oc1ccc(-c2cc(=O)c3c(O)cc(OC(=O)N(C)OC)cc3o2)cc1,CHEMBL4789142,IC50,nM,10200.0,IC50,uM,10.2
CCN(C)C(=O)Oc1ccc(-c2cc(=O)c3c(OC(=O)N(C)CC)cc(OC(=O)N(C)CC)cc3o2)cc1,CHEMBL4787451,IC50,nM,9200.0,IC50,uM,9.2
CON(C)C(=O)Oc1ccc(-c2cc(=O)c3c(OC(=O)N(C)OC)cc(OC(=O)N(C)OC)cc3o2)cc1,CHEMBL4795422,IC50,nM,12700.0,IC50,uM,12.7
CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1,CHEMBL636,IC50,nM,8100.0,IC50,uM,8.1
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,11.0,IC50,uM,0.011000000000000001
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],CHEMBL12089,IC50,nM,17400.0,IC50,uM,17.4
COc1ccc2cc3[n+](cc2c1OCc1ccccc1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL3621413,IC50,nM,5000.0,IC50,uM,5.0
COc1ccc2cc3[n+](cc2c1OCc1cccc(C)c1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4758460,IC50,nM,7300.0,IC50,uM,7.3
COc1ccc2cc3[n+](cc2c1OCc1ccccc1C)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4756491,IC50,nM,10400.0,IC50,uM,10.4
COc1ccc2cc3[n+](cc2c1OCc1ccc(C)cc1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4745802,IC50,nM,75800.0,IC50,uM,75.8
COc1ccc2cc3[n+](cc2c1OCc1ccc(C(C)C)cc1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4758271,IC50,nM,4200.0,IC50,uM,4.2
COc1ccc2cc3[n+](cc2c1OCc1cc(C)cc(C)c1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4789099,IC50,nM,2500.0,IC50,uM,2.5
COc1ccc2cc3[n+](cc2c1OCc1ccc(Br)cc1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4761840,IC50,nM,3300.0,IC50,uM,3.3
COc1ccc2cc3[n+](cc2c1OCc1cccc(Br)c1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4743436,IC50,nM,2700.0,IC50,uM,2.7
COc1ccc2cc3[n+](cc2c1OCc1ccccc1Br)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4745801,IC50,nM,1700.0,IC50,uM,1.7
COc1ccc2cc3[n+](cc2c1OCc1ccc([N+](=O)[O-])cc1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4745328,IC50,nM,990.0,IC50,uM,0.99
COc1ccc2cc3[n+](cc2c1OCc1ccc(SC)cc1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4790739,IC50,nM,2600.0,IC50,uM,2.6
COc1ccc2cc3[n+](cc2c1OCc1cccc([N+](=O)[O-])c1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4759227,IC50,nM,1450.0,IC50,uM,1.45
COc1ccc2cc3[n+](cc2c1OCc1cccc(Cl)c1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4753534,IC50,nM,1900.0,IC50,uM,1.9
COc1ccc2cc3[n+](cc2c1OCc1ccc(Cl)cc1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4749346,IC50,nM,2500.0,IC50,uM,2.5
COc1ccc2cc3[n+](cc2c1OCc1ccc(Cl)c(Cl)c1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4747158,IC50,nM,1220.0,IC50,uM,1.22
COC(=O)c1ccc(COc2c(OC)ccc3cc4[n+](cc23)CCc2cc3c(cc2-4)OCO3)cc1.[Br-],CHEMBL4748939,IC50,nM,2600.0,IC50,uM,2.6
COc1ccc2cc3[n+](cc2c1OCc1ccc(C#N)cc1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4795843,IC50,nM,1700.0,IC50,uM,1.7
COc1cccc(COc2c(OC)ccc3cc4[n+](cc23)CCc2cc3c(cc2-4)OCO3)c1.[Br-],CHEMBL4762943,IC50,nM,3500.0,IC50,uM,3.5
COc1ccc2cc3[n+](cc2c1OCc1ccc(C(F)(F)F)cc1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4752175,IC50,nM,1300.0,IC50,uM,1.3
COc1ccc(COc2c(OC)ccc3cc4[n+](cc23)CCc2cc3c(cc2-4)OCO3)cc1.[Br-],CHEMBL4762533,IC50,nM,5300.0,IC50,uM,5.3
COc1ccc2cc3[n+](cc2c1OCc1ccc2ccccc2c1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4747577,IC50,nM,1500.0,IC50,uM,1.5
COc1ccc2cc3[n+](cc2c1OC(C)c1ccccc1)CCc1cc2c(cc1-3)OCO2.[Br-],CHEMBL4752813,IC50,nM,790.0,IC50,uM,0.79
c1cc2c(cc1OCCCN1CCCCC1)CN1CCCC1=N2,CHEMBL3323035,IC50,nM,34.0,IC50,nM,34.0
O=c1c2ccccc2oc2ccc(OCCCCCN3CCCCCC3)cc12,CHEMBL4797355,IC50,nM,392.0,IC50,nM,392.0
O=c1c2cc(Cl)ccc2oc2ccc(OCCCCCN3CCCCCC3)cc12,CHEMBL4783624,IC50,nM,120.0,IC50,nM,120.0
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,131.0,IC50,nM,131.0
COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,CHEMBL502,IC50,nM,6.0,IC50,nM,6.0
CCCCN[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCC1CCN(Cc2ccccc2)CC1,CHEMBL4787418,IC50,nM,25400.0,IC50,nM,25400.0
CCCCN[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCC1CCCN(Cc2ccccc2)CC1,CHEMBL4750731,IC50,nM,16000.0,IC50,nM,16000.0
CCCCN[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCC1CCN(CC2CCN(C)CC2)CC1,CHEMBL4745688,IC50,nM,29700.0,IC50,nM,29700.0
COc1ccc2cc(C(=O)NCCC3CCN(Cc4ccccc4)CC3)ccc2c1,CHEMBL4790545,IC50,nM,170.0,IC50,uM,0.17
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nn1,CHEMBL4741219,IC50,nM,38.7,IC50,nM,38.7
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,CHEMBL4796602,IC50,nM,269.0,IC50,nM,269.0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,CHEMBL4760288,IC50,nM,168.0,IC50,nM,168.0
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4cc(Cl)ccc24)CCCC3)nn1,CHEMBL4756424,IC50,nM,12.1,IC50,nM,12.1
CNC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCCOCc1cn(CCNc2c3c(nc4ccccc24)CCCC3)nn1,CHEMBL4779478,IC50,nM,44.7,IC50,nM,44.7
Nc1c2c(nc3ccccc13)CCCC2,CHEMBL95,IC50,nM,171.9,IC50,nM,171.9
O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CC1,CHEMBL4781117,IC50,nM,311.6,IC50,nM,311.6
O=C(NCCCNc1c2c(nc3ccccc13)CCCC2)c1sc(-c2ccnc(NC(=O)C3CCC3)c2)nc1OCC1CC1,CHEMBL4754192,IC50,nM,295.2,IC50,nM,295.2
CC(=O)Nc1cc(-c2nc(OCC3CC3)c(C(=O)NCCCNc3c4c(nc5ccccc35)CCCC4)s2)ccn1,CHEMBL4758531,IC50,nM,393.6,IC50,nM,393.6
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,CHEMBL4789145,IC50,nM,1.2,IC50,nM,1.2
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5cc(Cl)ccc35)CCCC4)c2)nc1OCC1CC1,CHEMBL4777788,IC50,nM,40.5,IC50,nM,40.5
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccc(OC)cc35)CCCC4)c2)nc1OCC1CC1,CHEMBL4785004,IC50,nM,30.7,IC50,nM,30.7
CCNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,CHEMBL4761239,IC50,nM,45.2,IC50,nM,45.2
CCCNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,CHEMBL4746403,IC50,nM,4.9,IC50,nM,4.9
NC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,CHEMBL4753347,IC50,nM,0.8,IC50,nM,0.8
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,CHEMBL4756997,IC50,nM,23.1,IC50,nM,23.1
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCCCCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,CHEMBL4800403,IC50,nM,21.9,IC50,nM,21.9
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCCCCCCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CC1,CHEMBL4798419,IC50,nM,15.2,IC50,nM,15.2
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OC,CHEMBL4749327,IC50,nM,97.4,IC50,nM,97.4
CNC(=O)c1sc(-c2ccnc(NC(=O)CNCCNc3c4c(nc5ccccc35)CCCC4)c2)nc1OCC1CCC1,CHEMBL4749678,IC50,nM,155.3,IC50,nM,155.3
